64	235
64	223
64	225
64	228
64	229
64	222
64	231
64	221
64	223
64	228
256	240
256	244
256	254
256	243
256	246
256	244
256	249
256	245
256	245
256	249
1024	327
1024	317
1024	309
1024	317
1024	312
1024	306
1024	319
1024	307
1024	250
1024	245
4096	426
4096	425
4096	424
4096	440
4096	432
4096	437
4096	425
4096	438
4096	432
4096	431
16384	1193
16384	1066
16384	1186
16384	1181
16384	1066
16384	1176
16384	1068
16384	1063
16384	1186
16384	1062
65536	3893
65536	3359
65536	3363
65536	3633
65536	3634
65536	3634
65536	3636
65536	3633
65536	3366
65536	3415
262144	13139
262144	13538
262144	13302
262144	13246
262144	14263
262144	12174
262144	13180
262144	13174
262144	12496
262144	13206
1048576	49981
1048576	49441
1048576	46417
1048576	49830
1048576	50119
1048576	45834
1048576	48610
1048576	47859
1048576	50139
1048576	50007
