64	562
64	551
64	539
64	537
64	546
64	543
64	544
64	540
64	537
64	390
256	382
256	393
256	510
256	381
256	385
256	1615
256	392
256	379
256	381
256	548
1024	573
1024	566
1024	578
1024	564
1024	580
1024	448
1024	442
1024	449
1024	553
1024	443
4096	677
4096	651
4096	873
4096	864
4096	869
4096	863
4096	872
4096	849
4096	851
4096	894
16384	1621
16384	1634
16384	1642
16384	1627
16384	1858
16384	1600
16384	1643
16384	1647
16384	1662
16384	1645
65536	4610
65536	4595
65536	4354
65536	3962
65536	4644
65536	3984
65536	4512
65536	4636
65536	3936
65536	3987
262144	14128
262144	14368
262144	15974
262144	16044
262144	14173
262144	14875
262144	16312
262144	16817
262144	16035
262144	14182
1048576	67725
1048576	66865
1048576	68147
1048576	61423
1048576	66725
1048576	64254
1048576	65777
1048576	60836
1048576	68059
1048576	69744
