64	306
64	295
64	240
64	192
64	188
64	193
64	199
64	202
64	189
64	190
256	216
256	208
256	214
256	208
256	216
256	214
256	205
256	205
256	319
256	317
1024	493
1024	504
1024	501
1024	510
1024	510
1024	490
1024	319
1024	325
1024	314
1024	315
4096	1109
4096	1110
4096	1110
4096	1316
4096	1868
4096	1806
4096	1133
4096	1113
4096	1112
4096	1117
16384	10620
16384	8297
16384	7475
16384	7472
16384	8374
16384	7480
16384	7465
16384	7479
16384	7495
16384	7492
65536	81033
65536	81444
65536	108226
65536	83583
65536	88939
65536	83187
65536	93931
65536	85699
65536	118037
65536	114354
262144	972383
262144	792820
262144	827184
262144	1088401
262144	1072575
262144	776400
262144	804813
262144	1039657
262144	1078401
262144	1036518
1048576	8686495
1048576	9286459
1048576	9363540
1048576	9967751
1048576	9648925
1048576	6926808
1048576	9043675
1048576	8608875
1048576	8646694
1048576	7897477
