64	676
64	544
64	531
64	520
64	525
64	539
64	556
64	528
64	524
64	355
256	371
256	361
256	421
256	360
256	370
256	359
256	364
256	370
256	363
256	373
1024	516
1024	691
1024	726
1024	672
1024	685
1024	682
1024	474
1024	467
1024	468
1024	466
4096	1315
4096	1309
4096	2127
4096	2119
4096	2109
4096	2201
4096	2110
4096	2164
4096	2143
4096	2119
16384	12739
16384	12688
16384	12682
16384	12604
16384	12537
16384	12592
16384	12594
16384	12703
16384	12683
16384	12599
65536	96897
65536	117346
65536	85542
65536	96835
65536	92543
65536	93082
65536	74445
65536	90040
65536	98243
65536	71060
262144	724199
262144	777878
262144	1078561
262144	834632
262144	1011208
262144	793955
262144	939335
262144	1069072
262144	1114472
262144	1067949
1048576	10014462
1048576	10267072
1048576	9457152
1048576	9323697
1048576	8378841
1048576	9240364
1048576	9613770
1048576	9558954
1048576	9309024
1048576	9676611
