64	12
64	8
64	8
64	16
64	8
64	8
64	8
64	8
64	8
64	8
256	36
256	36
256	35
256	36
256	36
256	36
256	46
256	35
256	36
256	35
1024	219
1024	216
1024	218
1024	220
1024	216
1024	216
1024	228
1024	218
1024	217
1024	144
4096	957
4096	953
4096	954
4096	946
4096	952
4096	946
4096	952
4096	946
4096	953
4096	953
16384	7296
16384	10356
16384	8404
16384	11844
16384	11839
16384	7239
16384	8876
16384	10808
16384	7234
16384	9824
65536	105610
65536	85186
65536	97168
65536	112679
65536	117632
65536	117570
65536	117645
65536	103463
65536	85457
65536	69319
262144	978808
262144	1072930
262144	1128067
262144	1015957
262144	1016381
262144	977492
262144	971136
262144	1082080
262144	896096
262144	824811
1048576	10030600
1048576	8465817
1048576	8932292
1048576	7326120
1048576	9128666
1048576	8977110
1048576	7963375
1048576	9767929
1048576	9548365
1048576	9743128
